t	x
0,1305	-0,073069533
0,131	0,451545122
0,1315	-1,706470555
0,132	0,488092112
0,1325	3,125724933
0,133	0,819411108
0,1335	0,838737555
0,134	0,269614386
0,1345	0,300427013
0,135	0,037189407
0,1355	-1,553788161
0,136	0,658972813
0,1365	2,877214336
0,137	0,725160106
0,1375	0,546760947
0,138	0,668123559
0,1385	0,248251714
0,139	0,816297622
0,1395	-1,954253815
0,14	0,952986414
0,1405	2,863314121
0,141	0,325053455
0,1415	1,259627495
0,142	0,994698518
0,1425	-0,303007303
0,143	0,197628825
0,1435	-2,11144754
0,144	0,740141785
0,1445	3,179326784
0,145	0,282054864
0,1455	1,031589255
0,146	0,219890026
0,1465	-0,08203783
0,147	0,564483049
0,1475	-2,206890403
0,148	0,16866692
0,1485	2,48879685
0,149	0,338861017
0,1495	1,202589364
0,15	0,448709487
0,1505	-0,129816181
0,151	0,580736712
0,1515	-1,464430382
0,152	0,409978584
0,1525	3,10204707
0,153	0,112811198
0,1535	1,144325533
0,154	0,850929884
0,1545	0,370136552
0,155	0,144707078
0,1555	-2,158508093
0,156	0,352696246
0,1565	2,495366121
0,157	0,410989838
0,1575	0,621810162
0,158	0,183643484
0,1585	-0,088559305
0,159	0,330410031
0,1595	-2,148542533
0,16	0,517319421
0,1605	2,984169711
0,161	0,174055239
0,1615	0,660842325
0,162	0,522365475
0,1625	0,316387527
0,163	0,363950639
0,1635	-2,32347476
0,164	0,824300211
0,1645	2,987288499
0,165	0,86128883
0,1655	1,366844185
0,166	0,430701413
0,1665	0,17065686
0,167	0,281527077
0,1675	-2,244003258
0,168	0,043859859
0,1685	2,479428909
0,169	0,319217611
0,1695	1,261440523
0,17	0,387534877
0,1705	-0,087964734
0,171	0,129432138
0,1715	-2,367342602
0,172	0,716462363
0,1725	2,512271948
0,173	0,850260306
0,1735	0,985781607
0,174	0,709239301
0,1745	-0,055959272
0,175	0,46189029
0,1755	-1,913029075
0,176	0,549570265
0,1765	3,053649413
0,177	0,614246975
0,1775	1,192330251
0,178	0,853829366
0,1785	-0,386461733
0,179	0,905274244
0,1795	-2,175173713
0,18	0,657792577
0,1805	3,084406835
0,181	0,600452672
0,1815	1,099183539
0,182	0,497654809
0,1825	0,582957023
0,183	0,225916997
0,1835	-1,651717831
0,184	0,98862213
0,1845	3,196772651
0,185	0,350383604
0,1855	0,816495564
0,186	0,214333135
0,1865	-0,288015165
0,187	0,214516984
0,1875	-1,774100694
0,188	0,151866207
0,1885	3,010235988
0,189	0,144151569
0,1895	0,989320418
0,19	0,110600884
0,1905	0,312056359
0,191	0,920672066
0,1915	-2,105972876
0,192	0,985574142
0,1925	3,288967048
0,193	0,791158247
0,1935	0,544201334
0,194	0,216218774
0,1945	0,435105113
0,195	0,955941425
0,1955	-1,793082228
0,196	0,571817684
0,1965	2,537170616
0,197	0,332735219
0,1975	1,18905103
0,198	0,370153234
0,1985	-0,297977364
0,199	0,534896499
0,1995	-1,978156458
0,2	0,008700228
0,2005	3,275763241
0,201	0,415541221
0,2015	0,643822172
0,202	0,463305627
0,2025	0,165837336
0,203	0,551618355
0,2035	-2,150786953
0,204	0,3952307
0,2045	2,53108191
0,205	0,252851632
0,2055	0,858611371
0,206	0,753590019
0,2065	-0,038901166
0,207	0,106111671
0,2075	-1,939962051
0,208	0,338242111
0,2085	2,894506325
0,209	0,399748524
0,2095	0,906711399
0,21	0,651694342
0,2105	-0,073941255
0,211	0,839547498
0,2115	-2,297821638
0,212	0,185281827
0,2125	3,087381285
0,213	0,775985591
0,2135	1,172545653
0,214	0,660587452
0,2145	0,084381193
0,215	0,604027777
0,2155	-2,213952867
0,216	0,976754122
0,2165	3,122531315
0,217	0,278960334
0,2175	1,408562569
0,218	0,190042636
0,2185	0,137912758
0,219	0,220031558
0,2195	-1,747140872
0,22	0,449429559
0,2205	3,267574712
0,221	0,458807751
0,2215	0,465891684
0,222	0,196078012
0,2225	0,54490559
0,223	0,310028382
0,2235	-2,178850781
0,224	0,629366362
0,2245	2,468502848
0,225	0,977323577
0,2255	1,195301449
0,226	0,375308975
0,2265	0,469105518
0,227	0,055033747
0,2275	-2,094606173
0,228	0,565387042
0,2285	2,460153612
0,229	0,886754691
0,2295	1,154299146
0,23	0,253678966
0,2305	0,268825609
0,231	0,566452555
0,2315	-2,064231439
0,232	0,41111827
0,2325	2,965302601
0,233	0,363954665
0,2335	0,887581738
0,234	0,603186942
0,2345	-0,148752131
0,235	0,75662014
0,2355	-2,321662458
0,236	0,961504971
0,2365	2,444633813
0,237	0,309368179
0,2375	0,572849859
0,238	0,688717418
0,2385	0,011555697
0,239	0,903435122
0,2395	-2,108124992
0,24	0,60492168
0,2405	3,089614593
0,241	0,826110115
0,2415	1,15591566
0,242	0,482220388
0,2425	0,220265098
0,243	0,443682805
0,2435	-2,051794623
0,244	0,771883161
0,2445	2,693578215
0,245	0,931399362
0,2455	1,006728658
0,246	0,031893327
0,2465	-0,056815183
0,247	0,241960585
0,2475	-2,31478795
0,248	0,29967063
0,2485	3,401508951
0,249	0,022121596
0,2495	0,534099168
0,25	0,135051124
0,2505	-0,288547372
0,251	0,351692214
0,2515	-2,318102389
0,252	0,745408637
0,2525	2,888975249
0,253	0,881091907
0,2535	0,710508452
0,254	0,509248207
0,2545	0,231713781
0,255	0,284889561
0,2555	-1,932462564
0,256	0,752232431
0,2565	3,245128382
0,257	0,389473314
0,2575	0,690213353
0,258	0,205921889
0,2585	0,139724029
0,259	0,491358383
0,2595	-2,000355261
0,26	0,290455189
0,2605	2,998002681
0,261	0,050332664
0,2615	1,060757625
0,262	0,0027081
0,2625	0,262738519
0,263	0,871083123
0,2635	-2,166693236
0,264	0,998939356
0,2645	3,297854626
0,265	0,254008104
0,2655	0,454198709
0,266	0,514754383
0,2665	-0,11504808
0,267	0,924968336
0,2675	-1,480837047
0,268	0,709323351
0,2685	2,514852021
0,269	0,087192713
0,2695	0,58754754
0,27	0,012826415
0,2705	0,279655122
0,271	0,425736597
0,2715	-2,304561893
0,272	0,165860919
0,2725	3,067415637
0,273	0,861267837
0,2735	0,594266749
0,274	0,176965226
0,2745	0,245630754
0,275	0,639216685
0,2755	-2,043422392
0,276	0,695300461
0,2765	3,353223788
0,277	0,901242743
0,2775	1,314034837
0,278	0,855090585
0,2785	0,022553257
0,279	0,408626332
0,2795	-1,849743279
0,28	0,844970285
0,2805	2,908276841
0,281	0,798248641
0,2815	1,092527004
0,282	0,731388515
0,2825	-0,336240193
0,283	0,587401562
0,2835	-2,009258368
0,284	0,29311864
0,2845	2,576299164
0,285	0,859222538
0,2855	0,972295189
0,286	0,104795183
0,2865	-0,361837853
0,287	0,981432433
0,2875	-1,570961527
0,288	0,344236027
0,2885	2,429814819
0,289	0,741397852
0,2895	0,726016193
0,29	0,983235576
0,2905	0,474657193
0,291	0,006778029
0,2915	-1,910046951
0,292	0,03577206
0,2925	2,607589654
0,293	0,984363409
0,2935	0,850090879
0,294	0,146091785
0,2945	-0,169083248
0,295	0,469226935
0,2955	-1,85662965
0,296	0,343856638
0,2965	2,888571371
0,297	0,144364069
0,2975	1,050416417
0,298	0,527118792
0,2985	-0,101764293
0,299	0,901063845
0,2995	-1,501364901
0,3	0,667570303
0,3005	2,835184809
0,301	0,868430437
0,3015	0,643585525
0,302	0,365195069
0,3025	-0,343136863
0,303	0,315470184
0,3035	-2,347820009
0,304	0,063672827
0,3045	3,361909811
0,305	0,018246999
0,3055	0,634535843
0,306	0,361907901
0,3065	0,351254369
0,307	0,80000499
0,3075	-2,016136326
0,308	0,809716569
0,3085	3,242100509
0,309	0,933090568
0,3095	0,48047042
0,31	0,902886483
0,3105	0,399612779
0,311	0,042597167
0,3115	-1,44730856
0,312	0,574787592
0,3125	2,883624031
0,313	0,8493858
0,3135	0,950633719
0,314	0,234775414
0,3145	-0,299706723
0,315	0,409505879
0,3155	-2,266042435
0,316	0,252309306
0,3165	2,527795325
0,317	0,310961296
0,3175	1,007529773
0,318	0,393476881
0,3185	0,511785715
0,319	0,978512385
0,3195	-1,52340476
0,32	0,582468285
0,3205	2,641115459
0,321	0,339070598
0,3215	0,903935873
0,322	0,417706794
0,3225	-0,054784566
0,323	0,444770927
0,3235	-2,297448898
0,324	0,1951635
0,3245	3,125972891
0,325	0,984539324
0,3255	1,048698556
0,326	0,339531102
0,3265	0,020722849
0,327	0,816710284
0,3275	-2,312438189
0,328	0,724081329
0,3285	2,809867873
0,329	0,299445701
0,3295	0,518102085
0,33	0,355123529
0,3305	0,582854734
0,331	0,0131314
0,3315	-1,664558944
0,332	0,546255661
0,3325	2,525553531
0,333	0,795674195
0,3335	1,352963501
0,334	0,541228545
0,3345	-0,347351484
0,335	0,991453635
0,3355	-1,628404285
0,336	0,814654299
0,3365	3,38444918
0,337	0,935186916
0,3375	1,177974179
0,338	0,750711748
0,3385	0,462431082
0,339	0,65912078
0,3395	-1,904087391
0,34	0,048693898
0,3405	3,298796748
0,341	0,646388353
0,3415	0,705127869
0,342	0,635613914
0,3425	0,110450602
0,343	0,129006933
0,3435	-1,660577921
0,344	0,287278299
0,3445	2,428910904
0,345	0,712100107
0,3455	1,234975278
0,346	0,889099173
0,3465	0,465271431
0,347	0,708749822
0,3475	-2,355631631
0,348	0,856641403
0,3485	2,843478948
0,349	0,428685708
0,3495	0,884811978
0,35	0,29994704
0,3505	-0,175533752
0,351	0,802769406
0,3515	-1,55640625
0,352	0,412313322
0,3525	2,486285783
0,353	0,047227537
0,3535	1,182329942
0,354	0,947410406
0,3545	0,531444227
0,355	0,477933987
0,3555	-2,025267692
0,356	0,301482743
0,3565	2,56477626
0,357	0,656142852
0,3575	1,350520457
0,358	0,180393931
0,3585	-0,214732229
0,359	0,316110185
0,3595	-2,391244292
0,36	0,526940958
0,3605	2,756151951
0,361	0,687414862
0,3615	0,956326338
0,362	0,904089087
0,3625	0,523566522
0,363	0,904049665
0,3635	-1,475226992
0,364	0,950143576
0,3645	2,912530428
0,365	0,487225848
0,3655	1,273769011
0,366	0,097456172
0,3665	-0,15142352
0,367	0,237306101
0,3675	-2,22885796
0,368	0,531445771
0,3685	2,467651934
0,369	0,297101767
0,3695	0,737325524
0,37	0,41869291
0,3705	0,061445613
0,371	0,835516382
0,3715	-1,903282393
0,372	0,716639503
0,3725	3,169141505
0,373	0,77826758
0,3735	1,271735966
0,374	0,241895389
0,3745	-0,361414441
0,375	0,407550549
0,3755	-1,643157537
0,376	0,33931753
0,3765	2,455648014
0,377	0,522379049
0,3775	0,679829698
0,378	0,525566845
0,3785	-0,309643406
0,379	0,985182181
0,3795	-1,649607925
0,38	0,788793934
0,3805	2,755705894
0,381	0,79481204
0,3815	1,197376441
0,382	0,832894116
0,3825	0,143801141
0,383	0,603816803
0,3835	-2,133958685
0,384	0,271617611
0,3845	2,923432802
0,385	0,276144284
0,3855	1,067358904
0,386	0,270667547
0,3865	-0,375118946
0,387	0,118216573
0,3875	-1,470048327
0,388	0,028124984
0,3885	3,192550251
0,389	0,476872871
0,3895	1,364474288
0,39	0,806908712
0,3905	0,085763553
0,391	0,347418403
0,3915	-1,750338188
0,392	0,178691974
0,3925	3,335558686
0,393	0,17467631
0,3935	1,189149457
0,394	0,502786596
0,3945	-0,146144014
0,395	0,481927026
0,3955	-2,237776232
0,396	0,009330833
0,3965	3,036869369
0,397	0,083152078
0,3975	0,561833065
0,398	0,783881665
0,3985	-0,147468112
0,399	0,136677814
0,3995	-1,608454645
0,4	0,389623595
0,4005	3,284674228
0,401	0,473895961
0,4015	0,695976372
0,402	0,658111323
0,4025	0,572859548
0,403	0,609159116
0,4035	-2,006688229
0,404	0,357695961
0,4045	2,652123788
0,405	0,001246288
0,4055	0,91774827
0,406	0,854928965
0,4065	0,323432608
0,407	0,473047953
0,4075	-1,653129475
0,408	0,394635196
0,4085	3,18866758
0,409	0,032025961
0,4095	0,96194191
0,41	0,909943951
0,4105	0,387937593
0,411	0,792814087
0,4115	-1,551181329
0,412	0,541977783
0,4125	3,113154587
0,413	0,576055627
0,4135	0,465999545
0,414	0,373373219
0,4145	-0,337512119
0,415	0,66705956
0,4155	-1,932221316
0,416	0,070443401
0,4165	3,163187682
0,417	0,80056394
0,4175	0,730699193
0,418	0,14822441
0,4185	-0,317464562
0,419	0,346791194
0,4195	-1,73038659
0,42	0,74094072
0,4205	3,235477016
0,421	0,362519183
0,4215	0,652675168
0,422	0,095858917
0,4225	0,479970057
0,423	0,092767725
0,4235	-1,815657842
0,424	0,006606048
0,4245	3,161166421
0,425	0,461380375
0,4255	1,145364516
0,426	0,098209379
0,4265	0,430746885
0,427	0,553623967
0,4275	-1,879854041
0,428	0,665367458
0,4285	2,873494306
0,429	0,803700137
0,4295	0,969741014
0,43	0,374352589
0,4305	0,006014265
0,431	0,604569607
0,4315	-1,754845964
0,432	0,301923608
0,4325	3,235680289
0,433	0,017064267
0,4335	0,708490228
0,434	0,719043275
0,4345	0,138111746
0,435	0,007052672
0,4355	-1,481190423
0,436	0,638732824
0,4365	2,693839713
0,437	0,643585642
0,4375	0,563795271
0,438	0,053753903
0,4385	0,519472172
0,439	0,596382497
0,4395	-1,587910888
0,44	0,238430917
0,4405	3,331468731
0,441	0,556513311
0,4415	0,872594452
0,442	0,197822843
0,4425	0,27644178
0,443	0,901133943
0,4435	-2,071329378
0,444	0,51072246
0,4445	2,998523318
0,445	0,899069297
0,4455	0,552545994
0,446	0,823384242
0,4465	0,044376727
0,447	0,361415369
0,4475	-1,44403048
0,448	0,898597577
0,4485	2,520122022
0,449	0,804010498
0,4495	1,264854815
0,45	0,039916272
0,4505	0,513761495
0,451	0,452973769
0,4515	-1,98732721
0,452	0,354189959
0,4525	2,548081826
0,453	0,473847051
0,4535	0,5745379
0,454	0,557309281
0,4545	-0,236071776
0,455	0,833032753
0,4555	-1,828653836
0,456	0,73437851
0,4565	3,119956647
0,457	0,334174555
0,4575	1,060859303
0,458	0,864041699
0,4585	0,512983255
0,459	0,594614692
0,4595	-1,795215823
0,46	0,34569439
0,4605	3,31013723
0,461	0,361134235
0,4615	0,638618463
0,462	0,738470245
0,4625	0,435718947
0,463	0,478078785
0,4635	-2,008717405
0,464	0,534303263
0,4645	3,161491401
0,465	0,665241081
0,4655	0,957247557
0,466	0,572249944
0,4665	-0,052367677
0,467	0,050687699
0,4675	-1,981724554
0,468	0,857508677
0,4685	2,42299984
0,469	0,674572645
0,4695	0,51899038
0,47	0,176613325
0,4705	0,313392088
0,471	0,819389961
0,4715	-1,458285155
0,472	0,193725639
0,4725	2,460122351
0,473	0,160748179
0,4735	0,494944172
0,474	0,373171925
0,4745	-0,048593979
0,475	0,518815339
0,4755	-2,088090522
0,476	0,189257395
0,4765	3,135321118
0,477	0,298357394
0,4775	1,350543341
0,478	0,158033869
0,4785	0,35878475
0,479	0,41004735
0,4795	-1,624260648
0,48	0,524608033
0,4805	2,613212879
0,481	0,087441319
0,4815	0,659666031
0,482	0,45680812
0,4825	-0,088296588
0,483	0,159802643
0,4835	-2,331145912
0,484	0,187935525
0,4845	2,471181635
0,485	0,575770526
0,4855	0,671621192
0,486	0,377994162
0,4865	0,419870891
0,487	0,471359742
0,4875	-2,382986794
0,488	0,311803916
0,4885	2,903805497
0,489	0,634850076
0,4895	0,696102951
0,49	0,644217834
0,4905	0,062662019
0,491	0,141137125
0,4915	-1,930648226
0,492	0,084147067
0,4925	2,820723108
0,493	0,806971366
0,4935	0,531313912
0,494	0,782310906
0,4945	-0,233937106
0,495	0,123479715
0,4955	-2,254272354
0,496	0,310413381
0,4965	3,312376777
0,497	0,178114551
0,4975	0,956879564
0,498	0,680535935
0,4985	0,100617148
0,499	0,982213722
0,4995	-1,678733734
0,5	0,524204933
0,5005	2,559793274
0,501	0,511074667
0,5015	1,071157885
0,502	0,068635536
0,5025	0,582485333
0,503	0,113118685
0,5035	-2,301827525
0,504	0,594127783
0,5045	3,046061177
0,505	0,067816761
0,5055	0,550864074
0,506	0,827639848
0,5065	0,062439253
0,507	0,183891873
0,5075	-1,570361484
0,508	0,359235808
0,5085	3,1258329
0,509	0,634584887
0,5095	0,780184428
0,51	0,989851733
0,5105	0,206216092
0,511	0,570664085
0,5115	-2,16705476
0,512	0,429529054
0,5125	3,392020975
0,513	0,291815391
0,5135	0,42889416
0,514	0,957520729
0,5145	0,196559619
0,515	0,473181464
0,5155	-1,524128919
0,516	0,92136827
0,5165	3,072709005
0,517	0,961310993
0,5175	0,665844568
0,518	0,965996178
0,5185	0,515548243
0,519	0,866265949
0,5195	-1,739511508
0,52	0,627805988
0,5205	3,003541681
0,521	0,954813102
0,5215	0,508009961
0,522	0,960617747
0,5225	-0,085558346
0,523	0,302070501
0,5235	-2,071939155
0,524	0,423077724
0,5245	2,535166279
0,525	0,815702636
0,5255	1,319422938
0,526	0,695716685
0,5265	-0,149680736
0,527	0,677232785
0,5275	-2,104997623
0,528	0,472693231
0,5285	2,640005148
0,529	0,722058131
0,5295	0,920547268
0,53	0,06002681
0,5305	0,04463028
0,531	0,633244937
0,5315	-1,751778399
0,532	0,024737675
0,5325	3,129106042
0,533	0,498574686
0,5335	0,994929194
0,534	0,668422111
0,5345	-0,23536778
0,535	0,994068977
0,5355	-2,318664737
0,536	0,684067055
0,5365	3,165383967
0,537	0,190602828
0,5375	0,565122316
0,538	0,130220685
0,5385	0,295634351
0,539	0,395006936
0,5395	-1,88845632
0,54	0,76592579
0,5405	3,370559176
0,541	0,857731682
0,5415	0,504711998
0,542	0,936491439
0,5425	0,358465046
0,543	0,050201343
0,5435	-1,509479879
0,544	0,59422532
0,5445	2,51256017
0,545	0,349518774
0,5455	1,074579436
0,546	0,342878322
0,5465	-0,079486565
0,547	0,385260281
0,5475	-1,743110351
0,548	0,678224404
0,5485	2,45368135
0,549	0,721234847
0,5495	0,416630227
0,55	0,234302645
0,5505	0,485062674
0,551	0,840536611
0,5515	-2,394295949
0,552	0,877583149
0,5525	2,547426808
0,553	0,665071405
0,5535	0,5909484
0,554	0,004654834
0,5545	-0,161336261
0,555	0,140460927
0,5555	-2,211942247
0,556	0,509457305
0,5565	2,871784441
0,557	0,594649402
0,5575	0,723945749
0,558	0,860055595
0,5585	-0,248472311
0,559	0,838544491
0,5595	-2,108194977
0,56	0,328470881
0,5605	3,312554336
0,561	0,047675708
0,5615	0,76399455
0,562	0,314810125
0,5625	0,112863892
0,563	0,603737381
0,5635	-2,269901435
0,564	0,099060835
0,5645	3,328553753
0,565	0,408375527
0,5655	0,840196239
0,566	0,524678854
0,5665	0,352255403
0,567	0,225354929
0,5675	-2,345443077
0,568	0,629923255
0,5685	2,519723773
0,569	0,401564179
0,5695	1,115605832
0,57	0,523475409
0,5705	0,506241374
0,571	0,915060941
0,5715	-2,13471588
0,572	0,713524764
0,5725	3,039870419
0,573	0,826596821
0,5735	0,832623195
0,574	0,535624122
0,5745	0,523357267
0,575	0,510729238
0,5755	-1,444706219
0,576	0,612327
0,5765	2,865384511
0,577	0,357262304
0,5775	1,403000947
0,578	0,840261123
0,5785	0,146796326
0,579	0,968471312
0,5795	-1,717211522
0,58	0,538197545
0,5805	2,571731052
0,581	0,198191702
0,5815	1,250567642
0,582	0,715926465
0,5825	-0,221079788
0,583	0,178572568
0,5835	-1,728100235
0,584	0,449899694
0,5845	2,732281571
0,585	0,39422945
0,5855	1,349135456
0,586	0,494946856
0,5865	-0,342856934
0,587	0,621837072
0,5875	-1,839791615
0,588	0,341125601
0,5885	2,923162313
0,589	0,681050945
0,5895	0,813077881
0,59	0,610449091
0,5905	0,520165147
0,591	0,149500933
0,5915	-2,224213896
0,592	0,726075057
0,5925	2,437735247
0,593	0,996100206
0,5935	1,365765631
0,594	0,143455922
0,5945	-0,014247124
0,595	0,865861651
0,5955	-1,586592416
0,596	0,886211084
0,5965	2,70239517
0,597	0,464980061
0,5975	0,685091052
0,598	0,028068416
0,5985	0,342029973
0,599	0,570011984
0,5995	-1,559871085
0,6	0,620919908
0,6005	2,764742868
0,601	0,199014763
0,6015	1,32214235
0,602	0,418626823
0,6025	0,394713034
0,603	0,05882984
0,6035	-2,061750503
0,604	0,401669002
0,6045	2,478567816
0,605	0,472160978
0,6055	0,453881761
0,606	0,660656586
0,6065	0,276672983
0,607	0,76437888
0,6075	-1,766506099
0,608	0,361154726
0,6085	2,741144678
0,609	0,021739136
0,6095	0,850630552
0,61	0,15948117
0,6105	0,416240121
0,611	0,838034868
0,6115	-1,84652338
0,612	0,376909666
0,6125	2,494966716
0,613	0,604902734
0,6135	0,942992365
0,614	0,771226842
0,6145	-0,356850282
0,615	0,894826383
0,6155	-2,017856338
0,616	0,691011518
0,6165	2,869928118
0,617	0,018253787
0,6175	0,704501446
0,618	0,233320035
0,6185	-0,177268726
0,619	0,80595598
0,6195	-1,554501029
0,62	0,774690396
0,6205	2,58765375
0,621	0,102768682
0,6215	0,984891852
0,622	0,351035624
0,6225	-0,030048095
0,623	0,590304039
0,6235	-1,843437467
0,624	0,702463808
0,6245	2,919929533
0,625	0,421424677
0,6255	1,088060328
0,626	0,75342582
0,6265	0,365851384
0,627	0,735962008
0,6275	-2,22937316
0,628	0,767259124
0,6285	2,822628467
0,629	0,199082309
0,6295	0,876585849
0,63	0,373058856
0,6305	0,198965704
0,631	0,954526543
0,6315	-2,122383686
0,632	0,183429435
0,6325	2,68414866
0,633	0,371131208
0,6335	1,230144777
0,634	0,779244643
0,6345	0,09340897
0,635	0,541090466
0,6355	-2,011118603
0,636	0,533408845
0,6365	2,806208466
0,637	0,715485016
0,6375	1,287818283
0,638	0,776318414
0,6385	0,332938073
0,639	0,801463771
0,6395	-1,546160807
0,64	0,562579021
0,6405	3,356237512
0,641	0,673430282
0,6415	1,310167905
0,642	0,675257098
0,6425	0,150334414
0,643	0,102831825
0,6435	-2,221663196
0,644	0,193842284
0,6445	3,128341343
0,645	0,329530572
0,6455	0,860865534
0,646	0,009516102
0,6465	-0,019020187
0,647	0,185918166
0,6475	-2,018162688
0,648	0,926203865
0,6485	2,438996713
0,649	0,661517016
0,6495	0,785179437
0,65	0,03826718
0,6505	0,415321121
0,651	0,630103048
0,6515	-1,554631248
0,652	0,016691268
0,6525	2,740596963
0,653	0,657822293
0,6535	0,429997171
0,654	0,262202603
0,6545	0,368144823
0,655	0,845701143
