t;x
0,16;2,133171008
0,1605;1,587602175
0,161;0,390937802
0,1615;-0,58283382
0,162;-1,196635608
0,1625;-1,353742383
0,163;0,399257771
0,1635;1,941089393
0,164;2,416799468
0,1645;2,071073453
0,165;0,627973359
0,1655;-1,122229482
0,166;-1,56834883
0,1665;-1,398726437
0,167;0,984063724
0,1675;1,581381972
0,168;2,106216345
0,1685;1,786623302
0,169;0,198118403
0,1695;-0,924525924
0,17;-1,660506587
0,1705;-0,462583098
0,171;0,92033204
0,1715;1,46689056
0,172;2,737858096
0,1725;1,683332989
0,173;0,422835615
0,1735;-0,866342661
0,174;-1,057263016
0,1745;-0,996469458
0,175;0,983052466
0,1755;1,715668511
0,176;2,701098756
0,1765;2,080552414
0,177;0,539126465
0,1775;-0,716108042
0,178;-1,333472087
0,1785;-1,236081108
0,179;0,1280144
0,1795;2,413293957
0,18;2,171121066
0,1805;1,446814383
0,181;0,561199793
0,1815;-0,532347062
0,182;-1,330824695
0,1825;-1,223780295
0,183;0,368916546
0,1835;1,8749395
0,184;2,981637951
0,1845;1,570618515
0,185;0,855522806
0,1855;-0,769449026
0,186;-1,62372779
0,1865;-1,223289867
0,187;0,428252993
0,1875;1,896235623
0,188;2,120611613
0,1885;2,003721047
0,189;0,22618768
0,1895;-1,029594438
0,19;-1,417013617
0,1905;-1,16240744
0,191;0,290440664
0,1915;2,031304447
0,192;2,26528091
0,1925;2,238589829
0,193;0,9826634
0,1935;-0,68396477
0,194;-1,656122996
0,1945;-0,830144229
0,195;0,107769015
0,1955;2,320521713
0,196;2,879653724
0,1965;2,231974122
0,197;0,260727999
0,1975;-0,819857312
0,198;-1,977487407
0,1985;-0,988954242
0,199;0,312718887
0,1995;1,575698307
0,2;2,178766187
0,2005;1,837099251
0,201;0,094229339
0,2015;-0,815689894
0,202;-1,529075744
0,2025;-0,718264249
0,203;0,69988785
0,2035;2,052744321
0,204;2,033603836
0,2045;1,483019661
0,205;0,319599735
0,2055;-0,883349282
0,206;-1,345554292
0,2065;-1,006594365
0,207;0,819981223
0,2075;2,132572506
0,208;2,96864933
0,2085;1,945547469
0,209;0,325145682
0,2095;-1,308584359
0,21;-1,389041341
0,2105;-0,635411321
0,211;0,423452919
0,2115;1,505036848
0,212;2,266471491
0,2125;1,56787028
0,213;0,281005303
0,2135;-0,974128423
0,214;-1,472857258
0,2145;-0,956789197
0,215;0,875371599
0,2155;1,932265671
0,216;2,943622625
0,2165;2,05192266
0,217;0,95769394
0,2175;-1,173506527
0,218;-1,323877696
0,2185;-1,125148991
0,219;0,671808165
0,2195;2,109354062
0,22;2,067992768
0,2205;1,669003719
0,221;0,224040031
0,2215;-0,746380835
0,222;-1,155607843
0,2225;-1,069751151
0,223;0,780519653
0,2235;2,089545628
0,224;2,006715314
0,2245;2,01638405
0,225;0,386771195
0,2255;-0,498222318
0,226;-1,998848943
0,2265;-0,951764403
0,227;0,42434904
0,2275;1,875129928
0,228;2,770159729
0,2285;1,73668537
0,229;0,784739295
0,2295;-0,942856409
0,23;-1,964237267
0,2305;-1,238339147
0,231;0,721758033
0,2315;1,887699555
0,232;2,1527212
0,2325;1,755338169
0,233;0,607389214
0,2335;-1,222468307
0,234;-1,26157316
0,2345;-1,171363964
0,235;0,917424342
0,2355;1,683275149
0,236;2,765500017
0,2365;1,602875539
0,237;0,287498173
0,2375;-1,323100099
0,238;-1,423790619
0,2385;-0,730850319
0,239;0,546593115
0,2395;1,839942404
0,24;2,644442781
0,2405;2,061831193
0,241;0,679016754
0,2415;-0,778426852
0,242;-1,054825887
0,2425;-1,20527864
0,243;0,709281703
0,2435;1,650444139
0,244;2,119396248
0,2445;2,021517503
0,245;0,450137697
0,2455;-0,955488069
0,246;-1,338055248
0,2465;-0,643928048
0,247;0,350218013
0,2475;2,076223161
0,248;2,41615859
0,2485;2,256142715
0,249;0,832916819
0,2495;-1,15777257
0,25;-1,386539263
0,2505;-0,831964398
0,251;0,540739337
0,2515;2,284154595
0,252;2,264779026
0,2525;1,732287638
0,253;0,119214541
0,2535;-0,474384092
0,254;-1,354448125
0,2545;-0,934750337
0,255;0,639316961
0,2555;1,958929673
0,256;2,64731148
0,2565;1,958099496
0,257;0,721046621
0,2575;-0,891718257
0,258;-1,006295376
0,2585;-1,19553693
0,259;0,105798273
0,2595;1,523911027
0,26;2,063591371
0,2605;1,818793558
0,261;0,448372912
0,2615;-1,048397386
0,262;-1,236495359
0,2625;-0,786317183
0,263;0,771980386
0,2635;2,347067133
0,264;2,972740854
0,2645;1,606241912
0,265;0,138874203
0,2655;-0,717947225
0,266;-1,906179973
0,2665;-0,888809159
0,267;0,530344218
0,2675;2,275353374
0,268;2,484853334
0,2685;1,807669924
0,269;0,67143114
0,2695;-0,672955619
0,27;-1,479947533
0,2705;-1,066500891
0,271;0,149997254
0,2715;2,00030563
0,272;2,262145318
0,2725;1,458667655
0,273;0,754933267
0,2735;-1,171428205
0,274;-1,557597687
0,2745;-0,726417477
0,275;0,35922821
0,2755;2,150553637
0,276;2,394707475
0,2765;2,097629429
0,277;0,70404743
0,2775;-0,971908149
0,278;-1,980422376
0,2785;-1,083355682
0,279;0,424309497
0,2795;1,684483986
0,28;2,197053798
0,2805;2,235934747
0,281;0,429921409
0,2815;-0,526442608
0,282;-1,608817005
0,2825;-0,645099175
0,283;0,396791517
0,2835;2,222727658
0,284;2,755077099
0,2845;1,791609107
0,285;0,216018916
0,2855;-0,623806344
0,286;-1,050696088
0,2865;-1,086648128
0,287;0,67126437
0,2875;1,852858545
0,288;2,833500596
0,2885;2,183067815
0,289;0,167253545
0,2895;-0,552233084
0,29;-1,010127846
0,2905;-0,899790106
0,291;0,884281023
0,2915;2,002239618
0,292;2,154752349
0,2925;1,614076385
0,293;0,406954837
0,2935;-0,665507844
0,294;-1,174416184
0,2945;-0,624250532
0,295;0,318524245
0,2955;1,94827769
0,296;2,089950679
0,2965;1,525919307
0,297;0,136292549
0,2975;-0,735561258
0,298;-1,504822981
0,2985;-1,224503156
0,299;0,495005825
0,2995;1,561821784
0,3;2,054974147
0,3005;2,264926237
0,301;0,560559527
0,3015;-0,484604696
0,302;-1,303332799
0,3025;-0,831422597
0,303;0,815397211
0,3035;2,293227467
0,304;2,988911616
0,3045;1,414735938
0,305;0,865438591
0,3055;-0,801647093
0,306;-1,010049794
0,3065;-0,886533493
0,307;0,479523385
0,3075;2,215561168
0,308;2,227842936
0,3085;1,912307854
0,309;0,900852489
0,3095;-0,839552343
0,31;-1,154821815
0,3105;-0,67557327
0,311;0,585987036
0,3115;1,660948088
0,312;2,666416217
0,3125;1,497696376
0,313;0,625959785
0,3135;-0,753269004
0,314;-1,270248145
0,3145;-0,523461446
0,315;0,982303223
0,3155;2,183242648
0,316;2,581446488
0,3165;2,342526625
0,317;0,580090366
0,3175;-1,397230624
0,318;-1,879140429
0,3185;-0,551502844
0,319;0,484296511
0,3195;2,259069237
0,32;2,209405084
0,3205;1,966504904
0,321;0,629883385
0,3215;-1,382222547
0,322;-1,385286581
0,3225;-1,0518021
0,323;0,049532579
0,3235;1,903783552
0,324;2,192510396
0,3245;1,53729731
0,325;0,205494171
0,3255;-1,267698652
0,326;-1,810927826
0,3265;-1,371561151
0,327;0,635197917
0,3275;1,696080418
0,328;2,538596678
0,3285;2,109376602
0,329;0,499116013
0,3295;-0,878412507
0,33;-1,554816835
0,3305;-1,290281285
0,331;0,490357293
0,3315;2,267211718
0,332;2,873927406
0,3325;1,684507895
0,333;0,208461359
0,3335;-0,849233992
0,334;-1,359688175
0,3345;-0,997184611
0,335;0,205975516
0,3355;2,362146684
0,336;2,082071207
0,3365;1,519922989
0,337;0,142041122
0,3375;-1,247753121
0,338;-1,379041356
0,3385;-0,840503798
0,339;0,05207789
0,3395;2,345414947
0,34;2,728661682
0,3405;2,152055216
0,341;0,063404501
0,3415;-0,553772999
0,342;-1,065594881
0,3425;-0,42981525
0,343;0,858938817
0,3435;2,199772552
0,344;2,513377419
0,3445;1,591816023
0,345;0,398589497
0,3455;-1,280282311
0,346;-1,969110451
0,3465;-0,475071856
0,347;0,301306065
0,3475;1,709747397
0,348;2,332936282
0,3485;1,881281749
0,349;0,648198406
0,3495;-1,388985381
0,35;-1,157793388
0,3505;-0,855181017
0,351;0,854099949
0,3515;1,762092757
0,352;2,446026648
0,3525;1,468453047
0,353;0,177107534
0,3535;-0,7514055
0,354;-1,669171005
0,3545;-0,515727425
0,355;0,118155198
0,3555;2,402631491
0,356;2,539982099
0,3565;2,121130982
0,357;0,99949162
0,3575;-1,126364218
0,358;-1,585477461
0,3585;-0,949373621
0,359;0,763957078
0,3595;2,232417601
0,36;2,10022154
0,3605;1,592330516
0,361;0,359634913
0,3615;-1,357508873
0,362;-1,478114326
0,3625;-1,078364588
0,363;0,17566903
0,3635;1,623160236
0,364;2,905153559
0,3645;2,08960474
0,365;0,4684682
0,3655;-0,502081088
0,366;-1,895988425
0,3665;-0,668667489
0,367;0,736267456
0,3675;1,976074988
0,368;2,184194098
0,3685;2,011424913
0,369;0,29993699
0,3695;-1,28009063
0,37;-1,787398467
0,3705;-0,519271887
0,371;0,071452813
0,3715;1,656700121
0,372;2,053754392
0,3725;1,855935619
0,373;0,0132832
0,3735;-0,517022211
0,374;-1,803341809
0,3745;-1,320843046
0,375;0,3073669
0,3755;1,870271229
0,376;2,101669394
0,3765;2,40960329
0,377;0,332092833
0,3775;-1,116866746
0,378;-1,937954779
0,3785;-1,11596959
0,379;0,046351265
0,3795;1,919641705
0,38;2,761425887
0,3805;2,045283562
0,381;0,089891651
0,3815;-1,333351139
0,382;-1,222759463
0,3825;-0,509078818
0,383;0,533771952
0,3835;1,523367774
0,384;2,825808858
0,3845;1,752311281
0,385;0,293973053
0,3855;-0,667900135
0,386;-1,989663382
0,3865;-1,365766223
0,387;0,667916122
0,3875;2,017681546
0,388;2,526102466
0,3885;2,143923011
0,389;0,707253485
0,3895;-0,632836511
0,39;-1,712023024
0,3905;-0,721681576
0,391;0,556669835
0,3915;1,810734355
0,392;2,061590667
0,3925;2,194389094
0,393;0,337583864
0,3935;-0,806347655
0,394;-1,25874595
0,3945;-1,30940032
0,395;0,12788838
0,3955;1,963753669
0,396;2,485229409
0,3965;2,304689242
0,397;0,798960279
0,3975;-0,679872479
0,398;-1,948668114
0,3985;-1,341328263
0,399;0,08852746
0,3995;2,212564426
0,4;2,94300814
0,4005;2,097929135
0,401;0,132082956
0,4015;-0,691489023
0,402;-1,889646519
0,4025;-1,29672071
0,403;0,640717923
0,4035;1,743027777
0,404;2,653812023
0,4045;2,163345025
0,405;0,583185731
0,4055;-0,674181234
0,406;-1,765173085
0,4065;-0,679256021
0,407;0,970598525
0,4075;2,281143854
0,408;2,08623453
0,4085;1,780650179
0,409;0,369198804
0,4095;-0,72918509
0,41;-1,402058365
0,4105;-0,624849619
0,411;0,367652918
0,4115;1,620241422
0,412;2,086666547
0,4125;2,186147479
0,413;0,205674521
0,4135;-1,025941931
0,414;-1,448221468
0,4145;-1,18526031
0,415;0,64194062
0,4155;1,898693935
0,416;2,151845525
0,4165;2,196145529
0,417;0,100606322
0,4175;-1,120147229
0,418;-1,76262698
0,4185;-0,883341305
0,419;0,091498731
0,4195;1,819528982
0,42;2,104846247
0,4205;1,526497525
0,421;0,784427891
0,4215;-1,122643244
0,422;-1,396466561
0,4225;-0,449790895
0,423;0,432484994
0,4235;2,108965757
0,424;2,758099275
0,4245;1,846855889
0,425;0,65549804
0,4255;-1,304458512
0,426;-1,066240152
0,4265;-1,226752756
0,427;0,266178839
0,4275;2,212043823
0,428;2,487603775
0,4285;2,183171826
0,429;0,396006745
0,4295;-1,141274768
0,43;-1,962765366
0,4305;-0,740918648
0,431;0,429564459
0,4315;1,865952797
0,432;2,609857169
0,4325;1,473616859
0,433;0,315811438
0,4335;-0,641491432
0,434;-1,303567011
0,4345;-1,288881381
0,435;0,13015145
0,4355;1,506565901
0,436;2,007820294
0,4365;1,837322948
0,437;0,655573175
0,4375;-0,691291038
0,438;-1,468790706
0,4385;-1,305395624
0,439;0,631766374
0,4395;1,540713428
0,44;2,134303304
0,4405;1,512807655
0,441;0,142027248
0,4415;-1,245962264
0,442;-1,803751078
0,4425;-1,096733787
0,443;0,316428999
0,4435;1,631776872
0,444;2,251041846
0,4445;2,307135968
0,445;0,703223225
0,4455;-0,85847562
0,446;-1,815566332
0,4465;-1,20218272
0,447;0,077346808
0,4475;2,328013973
0,448;2,706715218
0,4485;1,972002529
0,449;0,31342899
0,4495;-1,248009999
0,45;-1,377502741
0,4505;-0,426278827
0,451;0,170432023
0,4515;1,672005813
0,452;2,396799319
0,4525;1,488208332
0,453;0,684096067
0,4535;-1,01182523
0,454;-1,017164799
0,4545;-1,012029577
0,455;0,620671947
0,4555;1,568583368
0,456;2,381345204
0,4565;1,575347534
0,457;0,758112431
0,4575;-0,54310244
0,458;-1,649223255
0,4585;-0,728677854
0,459;0,294148634
0,4595;1,944842866
0,46;2,832423386
0,4605;2,011703754
0,461;0,335311331
0,4615;-1,114988539
0,462;-1,547407458
0,4625;-0,991567909
0,463;0,359606318
0,4635;1,972532762
0,464;2,742545366
0,4645;1,838548346
0,465;0,429355789
0,4655;-1,289340804
0,466;-1,975565984
0,4665;-1,124028297
0,467;0,317520583
0,4675;2,067903696
0,468;2,956935924
0,4685;2,349944435
0,469;0,457886334
0,4695;-1,173735166
0,47;-1,236102056
0,4705;-0,654886179
0,471;0,740648065
0,4715;2,157901904
0,472;2,105920417
0,4725;2,095773993
0,473;0,463260579
0,4735;-1,202050357
0,474;-1,901481262
0,4745;-0,590639088
0,475;0,175009737
0,4755;1,577783472
0,476;2,665987216
0,4765;2,308602938
0,477;0,516558208
0,4775;-0,711511255
0,478;-1,846409623
0,4785;-0,460756492
0,479;0,540884081
0,4795;2,093947461
0,48;2,036563018
0,4805;2,223417414
0,481;0,748618872
0,4815;-1,294026544
0,482;-1,474954835
0,4825;-1,088379934
0,483;0,54644944
0,4835;1,813094315
0,484;2,415093387
0,4845;1,594951323
0,485;0,25538674
0,4855;-1,393677788
0,486;-1,076324387
0,4865;-0,760513673
0,487;0,932613572
0,4875;1,577725931
0,488;2,921097256
0,4885;2,208871448
0,489;0,577394197
0,4895;-0,974177967
0,49;-1,742386263
0,4905;-0,662267169
0,491;0,228669482
0,4915;1,47840065
0,492;2,767329511
0,4925;2,085415748
0,493;0,715212515
0,4935;-0,772152734
0,494;-1,580951706
0,4945;-1,02345148
0,495;0,816140103
0,4955;1,731641426
0,496;2,814539773
0,4965;2,203287077
0,497;0,85226389
0,4975;-0,908576945
0,498;-1,364338611
0,4985;-0,463319147
0,499;0,443964155
0,4995;1,474232382
0,5;2,866749897
0,5005;2,045402297
0,501;0,355073652
0,5015;-0,417210291
0,502;-1,775828501
0,5025;-0,761762489
0,503;0,604990642
0,5035;1,801458994
0,504;2,142187159
0,5045;1,439348548
0,505;0,421112254
0,5055;-1,230113273
0,506;-1,274224733
0,5065;-1,043850876
0,507;0,841560087
0,5075;2,148443254
0,508;2,571025873
0,5085;1,59106862
0,509;0,957384023
0,5095;-1,148891526
0,51;-1,075419105
0,5105;-1,190443158
0,511;0,373563808
0,5115;1,501713912
0,512;2,640116548
0,5125;1,59483045
0,513;0,045051107
0,5135;-0,691040083
0,514;-1,652562354
0,5145;-0,753596738
0,515;0,383868601
0,5155;2,041560065
0,516;2,021649815
0,5165;2,324783551
0,517;0,800558656
0,5175;-0,668366078
0,518;-1,186887186
0,5185;-1,030907244
0,519;0,617279232
0,5195;1,989708422
0,52;2,530051705
0,5205;1,689283318
0,521;0,24862896
0,5215;-0,962574792
0,522;-1,772287174
0,5225;-0,609763979
0,523;0,986104242
0,5235;1,444205513
0,524;2,535664191
0,5245;1,501290782
0,525;0,802091441
0,5255;-0,425068653
0,526;-1,933053742
0,5265;-0,4748152
0,527;0,018177534
0,5275;2,098052176
0,528;2,78373648
0,5285;1,94835113
0,529;0,885359451
0,5295;-0,515208663
0,53;-1,374062374
0,5305;-1,27634457
0,531;0,217801594
0,5315;1,596354638
0,532;2,041819864
0,5325;1,521155221
0,533;0,616443485
0,5335;-0,474552552
0,534;-1,645544269
0,5345;-1,003584472
0,535;0,984349417
0,5355;2,359792751
0,536;2,676644678
0,5365;2,402515825
0,537;0,766831387
0,5375;-1,077514298
0,538;-1,33761814
0,5385;-1,170048276
0,539;0,295507251
0,5395;2,094391934
0,54;2,52784683
0,5405;1,825807076
0,541;0,602638218
0,5415;-0,663693506
0,542;-1,416466826
0,5425;-0,862421047
0,543;0,583570619
0,5435;1,926033482
0,544;2,082592727
0,5445;2,133783697
0,545;0,996156111
0,5455;-1,059679257
0,546;-1,028741185
0,5465;-1,067764801
0,547;0,886543862
0,5475;1,868908427
0,548;2,413427289
0,5485;1,631945631
0,549;0,125654587
0,5495;-1,105298969
0,55;-1,273895568
0,5505;-0,631341489
0,551;0,693787615
0,5515;1,424015815
0,552;2,843213338
0,5525;2,33654556
0,553;0,770954221
0,5535;-1,371553706
0,554;-1,621813863
0,5545;-0,709873938
0,555;0,729513046
0,5555;1,638490633
0,556;2,269054732
0,5565;2,087244727
0,557;0,477492198
0,5575;-0,79049715
0,558;-1,763555067
0,5585;-1,237089808
0,559;0,829643386
0,5595;2,18113523
0,56;2,934478273
0,5605;1,522102467
0,561;0,182227506
0,5615;-1,31511828
0,562;-1,510236198
0,5625;-1,220968232
0,563;0,895891574
0,5635;1,513303212
0,564;2,044165572
0,5645;1,971508718
0,565;0,772495067
0,5655;-1,102273505
0,566;-1,821017521
0,5665;-1,075257884
0,567;0,210145637
0,5675;1,924366082
0,568;2,906364323
0,5685;2,043137501
0,569;0,101533889
0,5695;-1,02335881
0,57;-1,945383385
0,5705;-0,912930649
0,571;0,431721172
0,5715;2,411773912
0,572;2,811602581
0,5725;1,899865232
0,573;0,894447756
0,5735;-1,276666968
0,574;-1,609995086
0,5745;-0,486857337
0,575;0,917493832
0,5755;2,127787574
0,576;2,618337384
0,5765;1,757501453
0,577;0,936027327
0,5775;-1,289439522
0,578;-1,269414638
0,5785;-0,76773613
0,579;0,833151986
0,5795;1,812495791
0,58;2,749822209
0,5805;2,249434073
0,581;0,322460397
0,5815;-0,861951946
0,582;-1,020870868
0,5825;-0,864905029
0,583;0,33042361
0,5835;2,033685118
0,584;2,360636571
0,5845;2,170723106
0,585;0,413900749
0,5855;-0,921868458
0,586;-1,305256767
0,5865;-0,441479677
0,587;0,32775496
0,5875;2,252016745
0,588;2,739072227
0,5885;2,368388019
0,589;0,03192263
0,5895;-1,057344576
0,59;-1,337346166
0,5905;-1,132712003
0,591;0,230383067
0,5915;2,125342114
0,592;2,624572917
0,5925;2,004822215
0,593;0,660437966
0,5935;-1,366658889
0,594;-1,651215191
0,5945;-0,962872982
0,595;0,240904997
0,5955;2,129258576
0,596;2,856182292
0,5965;1,695721257
0,597;0,73105083
0,5975;-1,27645067
0,598;-1,163277218
0,5985;-1,275611847
0,599;0,588209385
0,5995;1,780370363
0,6;2,806759545
0,6005;1,917994348
0,601;0,489594339
0,6015;-0,537164839
0,602;-1,646858187
0,6025;-0,964770006
0,603;0,963530287
0,6035;1,45651136
0,604;2,972958334
0,6045;1,603420405
0,605;0,6671203
0,6055;-0,827773948
0,606;-1,324887584
0,6065;-1,053191513
0,607;0,620278427
0,6075;2,225364447
0,608;2,019257477
0,6085;1,498087071
0,609;0,974801667
0,6095;-0,76286403
0,61;-1,768762184
0,6105;-1,010722419
0,611;0,122020518
0,6115;1,682652384
0,612;2,25784617
0,6125;1,745878801
0,613;0,152234013
0,6135;-1,066205903
0,614;-1,878341546
0,6145;-0,530060505
0,615;0,09427839
0,6155;2,344254188
0,616;2,399019969
0,6165;1,461615024
0,617;0,342373503
0,6175;-0,678247403
0,618;-1,205317843
0,6185;-0,869307664
0,619;0,686223463
0,6195;2,307846258
0,62;2,05479179
0,6205;1,717874942
0,621;0,046191556
0,6215;-1,218736799
0,622;-1,279834197
0,6225;-0,692460289
0,623;0,877799071
0,6235;1,996646527
0,624;2,070684335
0,6245;2,336958133
0,625;0,800372092
0,6255;-1,128266706
0,626;-1,456336767
0,6265;-0,429437325
0,627;0,715678067
0,6275;2,25318316
0,628;2,433260561
0,6285;1,884838278
0,629;0,560713411
0,6295;-1,145122019
0,63;-1,250981532
0,6305;-0,910325789
0,631;0,646809666
0,6315;1,721959144
0,632;2,138724636
0,6325;1,889786496
0,633;0,362459281
0,6335;-0,626100134
0,634;-1,219704179
0,6345;-0,745701348
0,635;0,13350386
0,6355;1,43576945
0,636;2,559840706
0,6365;1,71503258
0,637;0,939409714
0,6375;-0,433309926
0,638;-1,713379611
0,6385;-0,613393275
0,639;0,896111351
0,6395;2,011740139
0,64;2,884016736
0,6405;2,357945104
0,641;0,549158087
0,6415;-0,685826738
0,642;-1,423241702
0,6425;-1,388356091
0,643;0,446530978
